Process Name,PID,Memory (MB),Timestamp,Status
LsaRpcServer.exe,4876,79.25,11:04:54 AM,Running
LenovoUtilityService.exe,4924,17.73,11:04:54 AM,Running
LNBITSSvc.exe,5032,18.43,11:04:54 AM,Running
VoiceAssistantService.exe,5060,51.77,11:04:54 AM,Running
LenovoVantageService.exe,5116,73.27,11:04:54 AM,Running
mc-fw-host.exe,4364,110.21,11:04:54 AM,Running
svchost.exe,4684,9.64,11:04:54 AM,Running
MpDefenderCoreService.exe,5132,20.96,11:04:54 AM,Running
SafeExamBrowser.Service.exe,5172,30.79,11:04:54 AM,Running
SenaryAudioApp.Svc.exe,5200,66.01,11:04:54 AM,Running
SafeExamBrowser.Service.exe,5208,30.86,11:04:54 AM,Running
SmartAppearanceSVC.exe,5224,15.23,11:04:54 AM,Running
SmartSense.exe,5244,9.98,11:04:54 AM,Running
svchost.exe,5524,6.09,11:04:54 AM,Running
turbo_vpn-service.exe,5532,9.23,11:04:54 AM,Running
UDClientService.exe,5544,50.57,11:04:54 AM,Running
svchost.exe,5580,26.33,11:04:54 AM,Running
MsMpEng.exe,5604,399.54,11:04:54 AM,Running
WMIRegistrationService.exe,5620,15.25,11:04:54 AM,Running
svchost.exe,5632,16.53,11:04:54 AM,Running
svchost.exe,6652,8.97,11:04:54 AM,Running
svchost.exe,7036,7.98,11:04:54 AM,Running
svchost.exe,7084,10.91,11:04:54 AM,Running
svchost.exe,7276,19.67,11:04:54 AM,Running
WmiPrvSE.exe,7464,10.89,11:04:54 AM,Running
WmiPrvSE.exe,7472,20.96,11:04:54 AM,Running
svchost.exe,7492,30.92,11:04:54 AM,Running
svchost.exe,7596,12.08,11:04:54 AM,Running
unsecapp.exe,8172,9.22,11:04:54 AM,Running
AggregatorHost.exe,4480,8.80,11:04:54 AM,Running
svchost.exe,8840,6.77,11:04:54 AM,Running
svchost.exe,8920,10.76,11:04:54 AM,Running
ipf_helper.exe,8472,6.56,11:04:54 AM,Running
AutoModeDetect.exe,8068,11.32,11:04:54 AM,Running
conhost.exe,7964,12.36,11:04:54 AM,Running
UserSSCtrl.exe,8532,8.48,11:04:54 AM,Running
SmartSenseController.exe,8580,9.04,11:04:54 AM,Running
conhost.exe,8652,11.96,11:04:54 AM,Running
mc-fw-host.exe,8620,26.18,11:04:54 AM,Running
DAX3API.exe,9428,11.95,11:04:54 AM,Running
unsecapp.exe,9688,7.80,11:04:54 AM,Running
ADPClientService.exe,9924,16.10,11:04:54 AM,Running
conhost.exe,9936,9.91,11:04:54 AM,Running
sihost.exe,9996,35.80,11:04:54 AM,Running
svchost.exe,10048,36.61,11:04:54 AM,Running
svchost.exe,10084,6.33,11:04:54 AM,Running
svchost.exe,10160,38.53,11:04:54 AM,Running
FaceBeautify.exe,10212,19.64,11:04:54 AM,Running
svchost.exe,2652,20.49,11:04:54 AM,Running
taskhostw.exe,9616,17.42,11:04:54 AM,Running
svchost.exe,10264,11.72,11:04:54 AM,Running
explorer.exe,10968,227.94,11:04:54 AM,Running
svchost.exe,11200,19.83,11:04:54 AM,Running
LsaToast.exe,11120,59.09,11:04:54 AM,Running
LsaServerPartner.exe,11108,7.41,11:04:54 AM,Running
svchost.exe,10460,10.79,11:04:54 AM,Running
svchost.exe,11724,33.55,11:04:54 AM,Running
SearchHost.exe,12268,309.96,11:04:54 AM,Running
StartMenuExperienceHost.exe,11380,147.84,11:04:54 AM,Running
Widgets.exe,11840,21.70,11:04:54 AM,Running
RuntimeBroker.exe,11828,32.44,11:04:54 AM,Running
RuntimeBroker.exe,12064,56.49,11:04:54 AM,Running
unsecapp.exe,12056,7.95,11:04:54 AM,Running
svchost.exe,11692,26.25,11:04:54 AM,Running
svchost.exe,12456,20.74,11:04:54 AM,Running
AdskIdentityManager.exe,12644,21.63,11:04:54 AM,Running
SearchIndexer.exe,12700,53.48,11:04:54 AM,Running
dllhost.exe,12124,18.91,11:04:54 AM,Running
PowerToys.exe,13652,13.79,11:04:54 AM,Running
PowerToys.AlwaysOnTop.exe,14188,4.20,11:04:54 AM,Running
PowerToys.Awake.exe,14208,13.57,11:04:54 AM,Running
PowerToys.CropAndLock.exe,14320,3.91,11:04:54 AM,Running
PowerToys.FancyZones.exe,13512,21.06,11:04:54 AM,Running
PowerToys.Peek.UI.exe,13708,28.39,11:04:54 AM,Running
PowerToys.PowerLauncher.exe,13848,102.23,11:04:54 AM,Running
WmiPrvSE.exe,13968,9.87,11:04:54 AM,Running
PowerToys.PowerOCR.exe,14008,16.16,11:04:54 AM,Running
FnHotkeyCapsLKNumLK.exe,13596,16.45,11:04:54 AM,Running
FnHotkeyUtility.exe,13704,26.00,11:04:54 AM,Running
svchost.exe,11884,22.90,11:04:54 AM,Running
svchost.exe,14172,7.89,11:04:54 AM,Running
LenovoVantage-(GenericTelemetryAddin).exe,10832,6.60,11:04:54 AM,Running
LenovoVantage-(VantageCoreAddin).exe,14300,15.60,11:04:54 AM,Running
svchost.exe,14784,20.77,11:04:54 AM,Running
NisSrv.exe,10876,12.67,11:04:54 AM,Running
ctfmon.exe,12188,24.32,11:04:54 AM,Running
ShellExperienceHost.exe,10996,92.46,11:04:54 AM,Running
RuntimeBroker.exe,10912,29.82,11:04:54 AM,Running
svchost.exe,10812,10.19,11:04:54 AM,Running
SystemSettingsBroker.exe,11948,36.70,11:04:54 AM,Running
svchost.exe,14088,7.63,11:04:54 AM,Running
svchost.exe,13096,9.15,11:04:54 AM,Running
svchost.exe,15372,13.45,11:04:54 AM,Running
TextInputHost.exe,16236,89.82,11:04:54 AM,Running
chrome.exe,15948,215.37,11:04:54 AM,Running
chrome.exe,3796,7.50,11:04:54 AM,Running
chrome.exe,7116,247.20,11:04:54 AM,Running
chrome.exe,7108,41.04,11:04:54 AM,Running
chrome.exe,12544,19.06,11:04:54 AM,Running
chrome.exe,16696,164.17,11:04:54 AM,Running
smartscreen.exe,16956,16.80,11:04:54 AM,Running
AdskAccessCore.exe,17004,117.11,11:04:54 AM,Running
AdskAccessUIHost.exe,17156,78.88,11:04:54 AM,Running
AdskAccessUIHost.exe,17284,61.47,11:04:54 AM,Running
AdskAccessUIHost.exe,17320,42.26,11:04:54 AM,Running
AdskAccessUIHost.exe,6744,87.39,11:04:54 AM,Running
RemoteServerWin.exe,7256,28.62,11:04:54 AM,Running
chrome.exe,3540,18.77,11:04:54 AM,Running
Microsoft.SharePoint.exe,11040,56.05,11:04:54 AM,Running
GoogleDriveFS.exe,1992,20.46,11:04:54 AM,Running
crashpad_handler.exe,1676,6.32,11:04:54 AM,Running
GoogleDriveFS.exe,10956,95.07,11:04:54 AM,Running
GoogleDriveFS.exe,17096,79.44,11:04:54 AM,Running
conhost.exe,16568,14.11,11:04:54 AM,Running
GoogleDriveFS.exe,13248,25.10,11:04:54 AM,Running
GoogleDriveFS.exe,11660,33.69,11:04:54 AM,Running
GoogleDriveFS.exe,17424,32.54,11:04:54 AM,Running
GoogleDriveFS.exe,17436,68.45,11:04:54 AM,Running
Grammarly.Desktop.exe,18104,295.70,11:04:54 AM,Running
cmd.exe,18552,4.84,11:04:54 AM,Running
conhost.exe,18560,7.86,11:04:54 AM,Running
OpenConsole.exe,18600,16.47,11:04:54 AM,Running
WindowsTerminal.exe,18640,104.02,11:04:54 AM,Running
RuntimeBroker.exe,18768,11.33,11:04:54 AM,Running
CrossDeviceService.exe,18928,71.04,11:04:54 AM,Running
ChatGPT.exe,19052,159.08,11:04:54 AM,Running
RuntimeBroker.exe,19264,11.78,11:04:54 AM,Running
ONENOTEM.EXE,19364,1.72,11:04:54 AM,Running
ChatGPT.exe,19392,32.04,11:04:54 AM,Running
CCXProcess.exe,16856,3.07,11:04:54 AM,Running
node.exe,13280,74.10,11:04:54 AM,Running
ChatGPT.exe,13580,99.86,11:04:54 AM,Running
ChatGPT.exe,17844,53.36,11:04:54 AM,Running
conhost.exe,18672,10.24,11:04:54 AM,Running
svchost.exe,18900,5.91,11:04:54 AM,Running
AdobeIPCBroker.exe,19520,11.59,11:04:54 AM,Running
GenuineService.exe,19576,37.80,11:04:54 AM,Running
Adobe Crash Processor.exe,19648,21.02,11:04:54 AM,Running
ChatGPT.exe,20060,147.27,11:04:54 AM,Running
Creative Cloud.exe,20344,149.60,11:04:54 AM,Running
Creative Cloud UI Helper.exe,18780,201.85,11:04:54 AM,Running
Creative Cloud UI Helper.exe,19504,19.62,11:04:54 AM,Running
Creative Cloud UI Helper.exe,19556,31.28,11:04:54 AM,Running
Adobe Desktop Service.exe,20180,160.85,11:04:54 AM,Running
Creative Cloud UI Helper.exe,19920,349.80,11:04:54 AM,Running
Creative Cloud Helper.exe,20560,31.47,11:04:54 AM,Running
CoreSync.exe,20960,48.84,11:04:54 AM,Running
AdobeNotificationClient.exe,1788,53.23,11:04:54 AM,Running
RuntimeBroker.exe,2220,12.06,11:04:54 AM,Running
Creative Cloud Helper.exe,5144,43.20,11:04:54 AM,Running
taskhostw.exe,7500,7.05,11:04:54 AM,Running
node.exe,4968,53.73,11:04:54 AM,Running
chrome.exe,11016,55.00,11:04:54 AM,Running
chrome.exe,17372,310.84,11:04:54 AM,Running
chrome.exe,2832,28.40,11:04:54 AM,Running
MessagingPlugin.exe,14628,57.51,11:04:54 AM,Running
conhost.exe,5696,10.24,11:04:54 AM,Running
SystemNotificationPlugin.exe,13884,47.59,11:04:54 AM,Running
conhost.exe,3824,12.82,11:04:54 AM,Running
AppProvisioningPlugin.exe,11644,33.68,11:04:54 AM,Running
conhost.exe,21388,12.81,11:04:54 AM,Running
LenovoOobePlugin.exe,21420,31.42,11:04:54 AM,Running
conhost.exe,13700,12.82,11:04:54 AM,Running
backgroundTaskHost.exe,1884,25.07,11:04:54 AM,Running
backgroundTaskHost.exe,3432,40.36,11:04:54 AM,Running
backgroundTaskHost.exe,5692,25.99,11:04:54 AM,Running
backgroundTaskHost.exe,18680,25.00,11:04:54 AM,Running
backgroundTaskHost.exe,1396,31.58,11:04:54 AM,Running
backgroundTaskHost.exe,21648,12.70,11:04:54 AM,Running
svchost.exe,21656,6.88,11:04:54 AM,Running
RuntimeBroker.exe,21760,8.29,11:04:54 AM,Running
PhoneExperienceHost.exe,21872,159.06,11:04:54 AM,Running
svchost.exe,22348,12.02,11:04:54 AM,Running
SecurityHealthService.exe,21664,20.39,11:04:54 AM,Running
svchost.exe,4660,12.20,11:04:54 AM,Running
svchost.exe,20424,22.59,11:04:54 AM,Running
LNVDispatcherService.exe,17868,22.26,11:04:54 AM,Running
LenovoPPM.exe,18948,33.61,11:04:54 AM,Running
servicehost.exe,5644,36.96,11:04:54 AM,Running
uihost.exe,17444,25.16,11:04:54 AM,Running
svchost.exe,4792,10.59,11:04:54 AM,Running
svchost.exe,15404,12.96,11:04:54 AM,Running
MoUsoCoreWorker.exe,21672,24.14,11:04:54 AM,Running
svchost.exe,1908,13.28,11:04:54 AM,Running
SearchProtocolHost.exe,7516,15.72,11:04:54 AM,Running
SearchFilterHost.exe,18124,18.29,11:04:54 AM,Running
GoogleDriveFS.exe,16688,50.03,11:04:54 AM,Running
cmd.exe,8520,3.93,11:04:54 AM,Running
WMIC.exe,6356,13.91,11:04:54 AM,Running
cmd.exe,16816,3.93,11:03:33 AM,Deallocated
WMIC.exe,8940,13.97,11:03:33 AM,Deallocated
cmd.exe,17856,3.93,11:03:36 AM,Deallocated
WMIC.exe,14224,13.92,11:03:36 AM,Deallocated
cmd.exe,1316,3.93,11:03:39 AM,Deallocated
WMIC.exe,13604,13.93,11:03:39 AM,Deallocated
cmd.exe,14976,3.93,11:03:42 AM,Deallocated
WMIC.exe,15176,13.95,11:03:42 AM,Deallocated
cmd.exe,5016,3.93,11:03:45 AM,Deallocated
WMIC.exe,19684,13.93,11:03:45 AM,Deallocated
SpatialAudioLicenseSrv.exe,14732,11.73,11:03:48 AM,Deallocated
cmd.exe,12400,3.91,11:03:48 AM,Deallocated
WMIC.exe,20864,13.94,11:03:48 AM,Deallocated
RuntimeBroker.exe,13308,24.33,11:03:51 AM,Deallocated
backgroundTaskHost.exe,14920,61.64,11:03:51 AM,Deallocated
cmd.exe,15404,3.93,11:03:51 AM,Deallocated
WMIC.exe,17916,13.96,11:03:51 AM,Deallocated
cmd.exe,5552,3.93,11:03:54 AM,Deallocated
SpotifyMigrator.exe,8492,7.75,11:03:54 AM,Deallocated
WMIC.exe,9900,13.96,11:03:54 AM,Deallocated
dllhost.exe,18036,7.83,11:03:57 AM,Deallocated
cmd.exe,21880,3.93,11:03:57 AM,Deallocated
WMIC.exe,21896,13.93,11:03:57 AM,Deallocated
cmd.exe,22184,3.93,11:04:00 AM,Deallocated
WMIC.exe,22200,13.89,11:04:00 AM,Deallocated
cmd.exe,22468,3.91,11:04:03 AM,Deallocated
WMIC.exe,22484,13.92,11:04:03 AM,Deallocated
HxTsr.exe,9720,23.91,11:04:06 AM,Deallocated
cmd.exe,18788,3.92,11:04:06 AM,Deallocated
WMIC.exe,18884,13.91,11:04:06 AM,Deallocated
Spotify.exe,12328,108.33,11:04:09 AM,Deallocated
Spotify.exe,15112,16.55,11:04:09 AM,Deallocated
Spotify.exe,14908,110.07,11:04:09 AM,Deallocated
Spotify.exe,10480,34.33,11:04:09 AM,Deallocated
Spotify.exe,9844,22.73,11:04:09 AM,Deallocated
Spotify.exe,21508,87.32,11:04:09 AM,Deallocated
cmd.exe,22228,3.93,11:04:09 AM,Deallocated
WMIC.exe,22220,13.93,11:04:09 AM,Deallocated
cmd.exe,20072,3.93,11:04:12 AM,Deallocated
WMIC.exe,21952,13.93,11:04:12 AM,Deallocated
svchost.exe,2284,8.05,11:04:15 AM,Deallocated
cmd.exe,22520,3.93,11:04:15 AM,Deallocated
WMIC.exe,22484,13.94,11:04:15 AM,Deallocated
cmd.exe,22492,3.93,11:04:18 AM,Deallocated
WMIC.exe,18124,13.91,11:04:18 AM,Deallocated
TrustedInstaller.exe,13136,8.07,11:04:21 AM,Deallocated
TiWorker.exe,13200,13.20,11:04:21 AM,Deallocated
RuntimeBroker.exe,15056,30.96,11:04:21 AM,Deallocated
Adobe Installer.exe,20912,13.30,11:04:21 AM,Deallocated
cmd.exe,9032,3.93,11:04:21 AM,Deallocated
WMIC.exe,17980,13.96,11:04:21 AM,Deallocated
svchost.exe,22208,7.66,11:04:24 AM,Deallocated
cmd.exe,4972,3.93,11:04:24 AM,Deallocated
WMIC.exe,3136,13.96,11:04:24 AM,Deallocated
wermgr.exe,21396,24.32,11:04:27 AM,Deallocated
cmd.exe,22492,3.93,11:04:27 AM,Deallocated
WMIC.exe,13264,13.93,11:04:27 AM,Deallocated
cmd.exe,15040,3.92,11:04:30 AM,Deallocated
WMIC.exe,6284,13.93,11:04:30 AM,Deallocated
RuntimeBroker.exe,17740,18.27,11:04:33 AM,Deallocated
cmd.exe,8132,3.92,11:04:33 AM,Deallocated
WMIC.exe,9196,13.93,11:04:33 AM,Deallocated
RuntimeBroker.exe,8476,11.22,11:04:36 AM,Deallocated
cmd.exe,9180,3.92,11:04:36 AM,Deallocated
WMIC.exe,8016,13.91,11:04:36 AM,Deallocated
cmd.exe,17060,3.92,11:04:39 AM,Deallocated
WMIC.exe,7620,13.99,11:04:39 AM,Deallocated
AdskAccessUIHost.exe,10776,85.65,11:04:42 AM,Deallocated
cmd.exe,10780,3.92,11:04:42 AM,Deallocated
WMIC.exe,6024,13.91,11:04:42 AM,Deallocated
sppsvc.exe,21600,13.81,11:04:45 AM,Deallocated
cmd.exe,5344,3.91,11:04:45 AM,Deallocated
WMIC.exe,5556,13.94,11:04:45 AM,Deallocated
svchost.exe,10352,16.62,11:04:48 AM,Deallocated
cmd.exe,9152,3.93,11:04:48 AM,Deallocated
WMIC.exe,11588,13.93,11:04:48 AM,Deallocated
cmd.exe,7212,3.92,11:04:51 AM,Deallocated
WMIC.exe,22212,13.95,11:04:51 AM,Deallocated
